Test : Rate 1,"10.00000",mm/min
"2.86000","0.47311","39.56681"
"2.87000","0.47485","39.72171"
"2.88000","0.47655","39.85390"
"2.89000","0.47819","39.98386"
"2.90000","0.47982","40.10760"
"2.91000","0.48147","40.24111"
"2.92000","0.48316","40.38737"
"2.93000","0.48484","40.51130"
"2.94000","0.48650","40.63149"
"2.95000","0.48817","40.76044"
"2.96000","0.48986","40.90752"
"2.97000","0.49155","41.03929"
"2.98000","0.49321","41.16216"
"2.99000","0.49482","41.28001"
"3.00000","0.49640","41.39090"
"3.01000","0.49799","41.50794"
"3.02000","0.49961","41.61367"
"3.03000","0.50127","41.72468"
"3.04000","0.50296","41.86177"
"3.05000","0.50472","42.02752"
"3.06000","0.50654","42.19416"
"3.07000","0.50839","42.35664"
"3.08000","0.51021","42.50210"
"3.09000","0.51198","42.63629"
"3.10000","0.51372","42.76549"
"3.11000","0.51540","42.89047"
"3.12000","0.51701","43.01124"
"3.13000","0.51856","43.12732"
"3.14000","0.52010","43.25735"
"3.15000","0.52169","43.38467"
"3.16000","0.52335","43.50511"
"3.17000","0.52505","43.64553"
"3.18000","0.52674","43.76966"
"3.19000","0.52841","43.89013"
"3.20000","0.53008","44.02766"
"3.21000","0.53174","44.14664"
"3.22000","0.53341","44.27242"
"3.23000","0.53505","44.38560"
"3.24000","0.53670","44.50247"
"3.25000","0.53834","44.64259"
"3.26000","0.53999","44.77255"
"3.27000","0.54163","44.89297"
"3.28000","0.54327","45.02505"
"3.29000","0.54494","45.16623"
"3.30000","0.54665","45.29998"
"3.31000","0.54836","45.43598"
"3.32000","0.55002","45.55578"
"3.33000","0.55161","45.66667"
"3.34000","0.55319","45.78307"
"3.35000","0.55481","45.91288"
"3.36000","0.55649","46.06165"
"3.37000","0.55818","46.20124"
"3.38000","0.55987","46.33534"
"3.39000","0.56154","46.47014"
"3.40000","0.56321","46.60098"
"3.41000","0.56488","46.74109"
"3.42000","0.56656","46.88874"
"3.43000","0.56823","47.00597"
"3.44000","0.56991","47.11767"
"3.45000","0.57160","47.25670"
"3.46000","0.57326","47.39215"
"3.47000","0.57491","47.52355"
"3.48000","0.57655","47.65644"
"3.49000","0.57824","47.78468"
"3.50000","0.57997","47.90176"
"3.51000","0.58172","48.02412"
"3.52000","0.58341","48.16258"
"3.53000","0.58507","48.32016"
"3.54000","0.58671","48.46465"
"3.55000","0.58836","48.58155"
"3.56000","0.59001","48.70260"
"3.57000","0.59165","48.82214"
"3.58000","0.59328","48.93090"
"3.59000","0.59494","49.05394"
"3.60000","0.59663","49.19517"
"3.61000","0.59835","49.34872"
"3.62000","0.60007","49.50013"
"3.63000","0.60180","49.64447"
"3.64000","0.60351","49.76612"
"3.65000","0.60519","49.87998"
"3.66000","0.60681","49.99549"
"3.67000","0.60837","50.10016"
"3.68000","0.60993","50.21065"
"3.69000","0.61153","50.32859"
"3.70000","0.61316","50.44555"
"3.71000","0.61480","50.56483"
"3.72000","0.61645","50.69337"
"3.73000","0.61813","50.84947"
"3.74000","0.61986","51.00690"
"3.75000","0.62165","51.16729"
"3.76000","0.62342","51.31708"
"3.77000","0.62512","51.44280"
"3.78000","0.62673","51.56462"
"3.79000","0.62829","51.67146"
"3.80000","0.62983","51.76619"
"3.81000","0.63137","51.84955"
"3.82000","0.63295","51.95563"
"3.83000","0.63459","52.08459"
"3.84000","0.63629","52.21967"
"3.85000","0.63800","52.35603"
"3.86000","0.63970","52.49976"
"3.87000","0.64140","52.62554"
"3.88000","0.64311","52.74867"
"3.89000","0.64482","52.86704"
"3.90000","0.64650","52.99869"
"3.91000","0.64811","53.14705"
"3.92000","0.64966","53.27433"
"3.93000","0.65121","53.39386"
"3.94000","0.65284","53.51270"
"3.95000","0.65454","53.64964"
"3.96000","0.65629","53.77263"
"3.97000","0.65804","53.91643"
"3.98000","0.65980","54.05880"
"3.99000","0.66155","54.19988"
"4.00000","0.66327","54.33630"
"4.01000","0.66496","54.46849"
"4.02000","0.66661","54.61435"
"4.03000","0.66826","54.74674"
"4.04000","0.66988","54.87231"
"4.05000","0.67148","54.97276"
"4.06000","0.67307","55.07539"
"4.07000","0.67469","55.18898"
"4.08000","0.67640","55.32514"
"4.09000","0.67819","55.47181"
"4.10000","0.68002","55.61606"
"4.11000","0.68182","55.75591"
"4.12000","0.68357","55.89595"
"4.13000","0.68527","56.03559"
"4.14000","0.68691","56.17492"
"4.15000","0.68850","56.30477"
"4.16000","0.69005","56.40007"
"4.17000","0.69161","56.50001"
"4.18000","0.69322","56.62173"
"4.19000","0.69489","56.76273"
"4.20000","0.69660","56.88223"
"4.21000","0.69833","57.01422"
"4.22000","0.70008","57.16541"
"4.23000","0.70182","57.30996"
"4.24000","0.70353","57.42546"
"4.25000","0.70517","57.53513"
"4.26000","0.70676","57.63993"
"4.27000","0.70835","57.73162"
"4.28000","0.70996","57.84230"
"4.29000","0.71158","57.97677"
"4.30000","0.71319","58.11432"
"4.31000","0.71482","58.25457"
"4.32000","0.71649","58.40118"
"4.33000","0.71822","58.54218"
"4.34000","0.71996","58.65978"
"4.35000","0.72166","58.77077"
"4.36000","0.72331","58.88144"
"4.37000","0.72494","58.99676"
"4.38000","0.72658","59.10230"
"4.39000","0.72823","59.22725"
"4.40000","0.72990","59.35722"
"4.41000","0.73158","59.48936"
"4.42000","0.73328","59.62141"
"4.43000","0.73497","59.75323"
"4.44000","0.73662","59.86761"
"4.45000","0.73823","59.99804"
"4.46000","0.73983","60.13285"
"4.47000","0.74148","60.27468"
"4.48000","0.74315","60.41101"
"4.49000","0.74480","60.52964"
"4.50000","0.74643","60.65371"
"4.51000","0.74807","60.77247"
"4.52000","0.74976","60.89307"
"4.53000","0.75152","61.04225"
"4.54000","0.75329","61.19918"
"4.55000","0.75503","61.34320"
"4.56000","0.75672","61.48885"
"4.57000","0.75838","61.61244"
"4.58000","0.76002","61.72161"
"4.59000","0.76164","61.84431"
"4.60000","0.76328","61.97075"
"4.61000","0.76497","62.09737"
"4.62000","0.76669","62.22562"
"4.63000","0.76841","62.35440"
"4.64000","0.77010","62.47700"
"4.65000","0.77176","62.60022"
"4.66000","0.77341","62.73267"
"4.67000","0.77508","62.85262"
"4.68000","0.77672","62.97337"
"4.69000","0.77831","63.10240"
"4.70000","0.77987","63.20586"
"4.71000","0.78145","63.30410"
"4.72000","0.78310","63.41638"
"4.73000","0.78479","63.54482"
"4.74000","0.78649","63.70034"
"4.75000","0.78821","63.86023"
"4.76000","0.78994","64.01482"
"4.77000","0.79169","64.15655"
"4.78000","0.79344","64.29863"
"4.79000","0.79516","64.43805"
"4.80000","0.79684","64.56597"
"4.81000","0.79848","64.65770"
"4.82000","0.80008","64.75574"
"4.83000","0.80164","64.86086"
"4.84000","0.80317","64.96081"
"4.85000","0.80472","65.08170"
"4.86000","0.80633","65.21031"
"4.87000","0.80799","65.34720"
"4.88000","0.80966","65.48719"
"4.89000","0.81132","65.61739"
"4.90000","0.81298","65.74419"
"4.91000","0.81468","65.87640"
"4.92000","0.81639","66.00670"
"4.93000","0.81807","66.13215"
"4.94000","0.81970","66.25838"
"4.95000","0.82127","66.37431"
"4.96000","0.82286","66.48918"
"4.97000","0.82449","66.61133"
"4.98000","0.82619","66.75671"
"4.99000","0.82795","66.90302"
"5.00000","0.82976","67.03606"
"5.01000","0.83156","67.17905"
"5.02000","0.83332","67.32933"
"5.03000","0.83499","67.46266"
"5.04000","0.83659","67.57622"
"5.05000","0.83819","67.66689"
"5.06000","0.83980","67.75896"
"5.07000","0.84142","67.87611"
"5.08000","0.84302","67.99058"
"5.09000","0.84463","68.11616"
"5.10000","0.84629","68.24390"
"5.11000","0.84805","68.38757"
"5.12000","0.84989","68.54272"
"5.13000","0.85175","68.68640"
"5.14000","0.85357","68.83839"
"5.15000","0.85531","68.97871"
"5.16000","0.85699","69.09065"
"5.17000","0.85860","69.21976"
"5.18000","0.86017","69.34401"
"5.19000","0.86175","69.45087"
"5.20000","0.86338","69.58279"
"5.21000","0.86504","69.72325"
"5.22000","0.86672","69.85929"
"5.23000","0.86839","69.99826"
"5.24000","0.87006","70.12640"
"5.25000","0.87176","70.24054"
"5.26000","0.87347","70.36172"
"5.27000","0.87514","70.47467"
"5.28000","0.87675","70.57180"
"5.29000","0.87834","70.69112"
"5.30000","0.87994","70.80982"
"5.31000","0.88156","70.93324"
"5.32000","0.88320","71.06628"
"5.33000","0.88484","71.18951"
"5.34000","0.88649","71.32478"
"5.35000","0.88817","71.44451"
"5.36000","0.88986","71.57044"
"5.37000","0.89154","71.70667"
"5.38000","0.89321","71.88078"
"5.39000","0.89488","72.03776"
"5.40000","0.89656","72.19630"
"5.41000","0.89824","72.35806"
"5.42000","0.89989","72.54405"
"5.43000","0.90153","72.72417"
"5.44000","0.90319","72.92326"
"5.45000","0.90489","73.14680"
"5.46000","0.90659","73.37574"
"5.47000","0.90825","73.60834"
"5.48000","0.90989","73.83824"
"5.49000","0.91154","74.07818"
"5.50000","0.91322","74.32007"
"5.51000","0.91491","74.54113"
"5.52000","0.91658","74.78176"
"5.53000","0.91822","75.00704"
"5.54000","0.91987","75.22893"
"5.55000","0.92154","75.45909"
"5.56000","0.92323","75.69500"
"5.57000","0.92493","75.92385"
"5.58000","0.92665","76.16466"
"5.59000","0.92838","76.40778"
"5.60000","0.93008","76.63804"
"5.61000","0.93174","76.85645"
"5.62000","0.93336","77.07571"
"5.63000","0.93500","77.29710"
"5.64000","0.93667","77.52798"
"5.65000","0.93837","77.76315"
"5.66000","0.94004","78.00523"
"5.67000","0.94167","78.21706"
"5.68000","0.94328","78.42344"
"5.69000","0.94491","78.63302"
"5.70000","0.94656","78.85105"
"5.71000","0.94822","79.09673"
"5.72000","0.94985","79.33112"
"5.73000","0.95146","79.54041"
"5.74000","0.95309","79.74908"
"5.75000","0.95474","79.98482"
"5.76000","0.95642","80.21663"
"5.77000","0.95813","80.44446"
"5.78000","0.95988","80.68522"
"5.79000","0.96165","80.93360"
"5.80000","0.96342","81.18094"
"5.81000","0.96515","81.43613"
"5.82000","0.96683","81.68053"
"5.83000","0.96848","81.89967"
"5.84000","0.97011","82.09895"
"5.85000","0.97170","82.29011"
"5.86000","0.97326","82.49354"
"5.87000","0.97480","82.70065"
"5.88000","0.97638","82.91803"
"5.89000","0.97802","83.15106"
"5.90000","0.97971","83.37428"
"5.91000","0.98141","83.60062"
"5.92000","0.98309","83.82109"
"5.93000","0.98475","84.03277"
"5.94000","0.98640","84.25174"
"5.95000","0.98804","84.46664"
"5.96000","0.98966","84.68211"
"5.97000","0.99128","84.89903"
"5.98000","0.99294","85.12009"
"5.99000","0.99463","85.34146"
"6.00000","0.99633","85.57409"
"6.01000","0.99803","85.81052"
"6.02000","0.99974","86.05392"
"6.03000","1.00147","86.29585"
"6.04000","1.00321","86.53114"
"6.05000","1.00490","86.76002"
"6.06000","1.00654","86.95910"
"6.07000","1.00814","87.16122"
"6.08000","1.00976","87.36304"
"6.09000","1.01142","87.57768"
"6.10000","1.01309","87.78799"
"6.11000","1.01476","87.98891"
"6.12000","1.01643","88.19598"
"6.13000","1.01812","88.40921"
"6.14000","1.01984","88.63251"
"6.15000","1.02161","88.89515"
"6.16000","1.02339","89.15559"
"6.17000","1.02518","89.40633"
"6.18000","1.02693","89.63435"
"6.19000","1.02860","89.84126"
"6.20000","1.03019","90.04792"
"6.21000","1.03175","90.24710"
"6.22000","1.03334","90.44241"
"6.23000","1.03499","90.65034"
"6.24000","1.03668","90.86880"
"6.25000","1.03838","91.09017"
"6.26000","1.04007","91.29874"
"6.27000","1.04176","91.51058"
"6.28000","1.04346","91.73156"
"6.29000","1.04515","91.95176"
"6.30000","1.04679","92.17719"
"6.31000","1.04836","92.37482"
"6.32000","1.04992","92.56667"
"6.33000","1.05148","92.75471"
"6.34000","1.05307","92.96181"
"6.35000","1.05471","93.17487"
"6.36000","1.05641","93.39403"
"6.37000","1.05816","93.61876"
"6.38000","1.05994","93.83793"
"6.39000","1.06168","94.05578"
"6.40000","1.06337","94.28381"
"6.41000","1.06502","94.50065"
"6.42000","1.06667","94.70565"
"6.43000","1.06833","94.90014"
"6.44000","1.06996","95.09800"
"6.45000","1.07157","95.29345"
"6.46000","1.07318","95.49593"
"6.47000","1.07482","95.69232"
"6.48000","1.07650","95.90382"
"6.49000","1.07817","96.12287"
"6.50000","1.07982","96.34267"
"6.51000","1.08144","96.53982"
"6.52000","1.08307","96.73856"
"6.53000","1.08472","96.94149"
"6.54000","1.08640","97.13071"
"6.55000","1.08811","97.34594"
"6.56000","1.08986","97.59600"
"6.57000","1.09165","97.83974"
"6.58000","1.09343","98.07111"
"6.59000","1.09517","98.30647"
"6.60000","1.09687","98.52962"
"6.61000","1.09855","98.75331"
"6.62000","1.10021","98.97173"
"6.63000","1.10185","99.17334"
"6.64000","1.10345","99.34476"
"6.65000","1.10503","99.51124"
"6.66000","1.10665","99.70972"
"6.67000","1.10833","99.90482"
"6.68000","1.11003","100.13026"
"6.69000","1.11172","100.35583"
"6.70000","1.11336","100.55003"
"6.71000","1.11497","100.74149"
"6.72000","1.11657","100.93736"
"6.73000","1.11818","101.13232"
"6.74000","1.11978","101.32371"
"6.75000","1.12141","101.51688"
"6.76000","1.12308","101.72633"
"6.77000","1.12477","101.94386"
"6.78000","1.12646","102.17598"
"6.79000","1.12814","102.40356"
"6.80000","1.12984","102.61989"
"6.81000","1.13157","102.84414"
"6.82000","1.13334","103.06249"
"6.83000","1.13509","103.29768"
"6.84000","1.13678","103.50896"
"6.85000","1.13843","103.70732"
"6.86000","1.14006","103.89940"
"6.87000","1.14168","104.08710"
"6.88000","1.14328","104.28085"
"6.89000","1.14485","104.45805"
"6.90000","1.14641","104.64141"
"6.91000","1.14799","104.83197"
"6.92000","1.14961","105.04101"
"6.93000","1.15127","105.27670"
"6.94000","1.15295","105.51251"
"6.95000","1.15468","105.74682"
"6.96000","1.15642","105.98261"
"6.97000","1.15815","106.18876"
"6.98000","1.15983","106.37677"
"6.99000","1.16147","106.55818"
"7.00000","1.16310","106.74138"
"7.01000","1.16478","106.95190"
"7.02000","1.16648","107.16193"
"7.03000","1.16818","107.38386"
"7.04000","1.16986","107.59756"
"7.05000","1.17155","107.82288"
"7.06000","1.17325","108.03117"
"7.07000","1.17493","108.23955"
"7.08000","1.17657","108.45166"
"7.09000","1.17815","108.64805"
"7.10000","1.17972","108.84442"
"7.11000","1.18130","109.04807"
"7.12000","1.18292","109.25078"
"7.13000","1.18458","109.44508"
"7.14000","1.18629","109.64828"
"7.15000","1.18808","109.87660"
"7.16000","1.18992","110.11809"
"7.17000","1.19177","110.36004"
"7.18000","1.19358","110.60811"
"7.19000","1.19534","110.83595"
"7.20000","1.19706","111.04594"
"7.21000","1.19871","111.23359"
"7.22000","1.20030","111.39828"
"7.23000","1.20185","111.56487"
"7.24000","1.20339","111.75626"
"7.25000","1.20500","111.95840"
"7.26000","1.20667","112.16197"
"7.27000","1.20838","112.37360"
"7.28000","1.21007","112.59943"
"7.29000","1.21175","112.81339"
"7.30000","1.21341","113.02014"
"7.31000","1.21508","113.22179"
"7.32000","1.21673","113.41203"
"7.33000","1.21837","113.59844"
"7.34000","1.22000","113.78198"
"7.35000","1.22165","113.97458"
"7.36000","1.22329","114.17369"
"7.37000","1.22493","114.37134"
"7.38000","1.22658","114.59721"
"7.39000","1.22827","114.84313"
"7.40000","1.23000","115.09337"
"7.41000","1.23172","115.31644"
"7.42000","1.23337","115.51836"
"7.43000","1.23496","115.69571"
"7.44000","1.23654","115.86002"
"7.45000","1.23816","116.05551"
"7.46000","1.23984","116.25481"
"7.47000","1.24152","116.45271"
"7.48000","1.24319","116.65784"
"7.49000","1.24486","116.85795"
"7.50000","1.24654","117.05420"
"7.51000","1.24822","117.25616"
"7.52000","1.24990","117.47007"
"7.53000","1.25157","117.66669"
"7.54000","1.25326","117.86135"
"7.55000","1.25493","118.07378"
"7.56000","1.25658","118.28692"
"7.57000","1.25821","118.49716"
"7.58000","1.25985","118.69070"
"7.59000","1.26155","118.88560"
"7.60000","1.26329","119.11070"
"7.61000","1.26504","119.34465"
"7.62000","1.26673","119.56210"
"7.63000","1.26839","119.77594"
"7.64000","1.27004","119.98193"
"7.65000","1.27170","120.20688"
"7.66000","1.27336","120.41506"
"7.67000","1.27499","120.60908"
"7.68000","1.27663","120.79488"
"7.69000","1.27829","120.98989"
"7.70000","1.27998","121.19302"
"7.71000","1.28168","121.40161"
"7.72000","1.28339","121.61453"
"7.73000","1.28510","121.81315"
"7.74000","1.28680","122.02511"
"7.75000","1.28848","122.24855"
"7.76000","1.29010","122.43392"
"7.77000","1.29168","122.60742"
"7.78000","1.29327","122.79949"
"7.79000","1.29489","123.01585"
"7.80000","1.29654","123.23312"
"7.81000","1.29817","123.43467"
"7.82000","1.29981","123.61847"
"7.83000","1.30149","123.82920"
"7.84000","1.30324","124.03906"
"7.85000","1.30502","124.25230"
"7.86000","1.30678","124.49382"
"7.87000","1.30847","124.73662"
"7.88000","1.31008","124.93904"
"7.89000","1.31163","125.11020"
"7.90000","1.31317","125.28400"
"7.91000","1.31472","125.45652"
"7.92000","1.31630","125.65027"
"7.93000","1.31794","125.84560"
"7.94000","1.31963","126.01797"
"7.95000","1.32133","126.21500"
"7.96000","1.32303","126.43473"
"7.97000","1.32471","126.64838"
"7.98000","1.32641","126.86197"
"7.99000","1.32811","127.06113"
"8.00000","1.32978","127.26567"
"8.01000","1.33137","127.46040"
"8.02000","1.33292","127.65717"
"8.03000","1.33449","127.84481"
"8.04000","1.33614","128.05203"
"8.05000","1.33787","128.26135"
"8.06000","1.33963","128.48486"
"8.07000","1.34138","128.72041"
"8.08000","1.34314","128.93968"
"8.09000","1.34487","129.14490"
"8.10000","1.34658","129.34235"
"8.11000","1.34825","129.54568"
"8.12000","1.34991","129.74033"
"8.13000","1.35157","129.93820"
"8.14000","1.35322","130.14171"
"8.15000","1.35484","130.35159"
"8.16000","1.35646","130.55244"
"8.17000","1.35812","130.76384"
"8.18000","1.35985","130.99820"
