Test : Rate 1,"10.00000",mm/min
"2.86000","0.47314","37.94776"
"2.87000","0.47481","38.07506"
"2.88000","0.47650","38.20173"
"2.89000","0.47817","38.32861"
"2.90000","0.47984","38.44301"
"2.91000","0.48152","38.55656"
"2.92000","0.48320","38.68727"
"2.93000","0.48488","38.83013"
"2.94000","0.48656","38.96056"
"2.95000","0.48825","39.07312"
"2.96000","0.48993","39.20134"
"2.97000","0.49158","39.33326"
"2.98000","0.49322","39.45346"
"2.99000","0.49487","39.57219"
"3.00000","0.49658","39.70079"
"3.01000","0.49833","39.84396"
"3.02000","0.50005","39.96855"
"3.03000","0.50173","40.08337"
"3.04000","0.50337","40.19300"
"3.05000","0.50503","40.31417"
"3.06000","0.50669","40.43908"
"3.07000","0.50835","40.57851"
"3.08000","0.51000","40.70547"
"3.09000","0.51165","40.82687"
"3.10000","0.51333","40.95559"
"3.11000","0.51503","41.08243"
"3.12000","0.51673","41.20325"
"3.13000","0.51844","41.32482"
"3.14000","0.52014","41.46236"
"3.15000","0.52184","41.59748"
"3.16000","0.52349","41.73099"
"3.17000","0.52509","41.86435"
"3.18000","0.52667","41.98944"
"3.19000","0.52825","42.09331"
"3.20000","0.52988","42.20570"
"3.21000","0.53152","42.31268"
"3.22000","0.53315","42.41161"
"3.23000","0.53480","42.51962"
"3.24000","0.53649","42.64207"
"3.25000","0.53825","42.78616"
"3.26000","0.54004","42.95817"
"3.27000","0.54178","43.11791"
"3.28000","0.54345","43.23605"
"3.29000","0.54504","43.34637"
"3.30000","0.54659","43.44109"
"3.31000","0.54813","43.52748"
"3.32000","0.54969","43.62315"
"3.33000","0.55128","43.73903"
"3.34000","0.55294","43.86605"
"3.35000","0.55465","44.00074"
"3.36000","0.55636","44.13005"
"3.37000","0.55805","44.25534"
"3.38000","0.55975","44.38656"
"3.39000","0.56145","44.51616"
"3.40000","0.56315","44.64985"
"3.41000","0.56479","44.77704"
"3.42000","0.56636","44.88450"
"3.43000","0.56790","44.99865"
"3.44000","0.56948","45.11363"
"3.45000","0.57114","45.23134"
"3.46000","0.57288","45.36088"
"3.47000","0.57464","45.49076"
"3.48000","0.57640","45.62843"
"3.49000","0.57815","45.78810"
"3.50000","0.57987","45.93474"
"3.51000","0.58157","46.05455"
"3.52000","0.58323","46.16285"
"3.53000","0.58489","46.27697"
"3.54000","0.58654","46.40247"
"3.55000","0.58818","46.51460"
"3.56000","0.58980","46.62130"
"3.57000","0.59143","46.73285"
"3.58000","0.59310","46.84455"
"3.59000","0.59486","46.97620"
"3.60000","0.59667","47.13015"
"3.61000","0.59848","47.30091"
"3.62000","0.60024","47.45155"
"3.63000","0.60195","47.57548"
"3.64000","0.60360","47.69034"
"3.65000","0.60520","47.79821"
"3.66000","0.60675","47.90786"
"3.67000","0.60829","48.01146"
"3.68000","0.60987","48.11671"
"3.69000","0.61151","48.23809"
"3.70000","0.61320","48.36892"
"3.71000","0.61492","48.50778"
"3.72000","0.61667","48.65570"
"3.73000","0.61843","48.78409"
"3.74000","0.62017","48.89318"
"3.75000","0.62185","48.99881"
"3.76000","0.62347","49.10252"
"3.77000","0.62505","49.21449"
"3.78000","0.62665","49.31821"
"3.79000","0.62827","49.44082"
"3.80000","0.62990","49.54731"
"3.81000","0.63152","49.64418"
"3.82000","0.63316","49.75751"
"3.83000","0.63487","49.89013"
"3.84000","0.63661","50.03968"
"3.85000","0.63833","50.18632"
"3.86000","0.63999","50.31115"
"3.87000","0.64161","50.43877"
"3.88000","0.64323","50.55392"
"3.89000","0.64486","50.65857"
"3.90000","0.64651","50.77324"
"3.91000","0.64818","50.89124"
"3.92000","0.64988","51.01081"
"3.93000","0.65161","51.13289"
"3.94000","0.65331","51.25692"
"3.95000","0.65496","51.39330"
"3.96000","0.65657","51.53268"
"3.97000","0.65820","51.67373"
"3.98000","0.65986","51.79918"
"3.99000","0.66151","51.90422"
"4.00000","0.66314","52.01918"
"4.01000","0.66475","52.13452"
"4.02000","0.66640","52.23836"
"4.03000","0.66812","52.35170"
"4.04000","0.66988","52.48715"
"4.05000","0.67164","52.63334"
"4.06000","0.67336","52.77725"
"4.07000","0.67503","52.91306"
"4.08000","0.67668","53.04197"
"4.09000","0.67830","53.18547"
"4.10000","0.67993","53.32861"
"4.11000","0.68158","53.45726"
"4.12000","0.68328","53.57586"
"4.13000","0.68500","53.69271"
"4.14000","0.68672","53.81564"
"4.15000","0.68840","53.93881"
"4.16000","0.69007","54.06559"
"4.17000","0.69174","54.17543"
"4.18000","0.69340","54.29852"
"4.19000","0.69502","54.40697"
"4.20000","0.69659","54.51468"
"4.21000","0.69814","54.62972"
"4.22000","0.69974","54.74787"
"4.23000","0.70139","54.88588"
"4.24000","0.70308","55.01764"
"4.25000","0.70480","55.14835"
"4.26000","0.70653","55.28159"
"4.27000","0.70829","55.41647"
"4.28000","0.71006","55.56240"
"4.29000","0.71182","55.69821"
"4.30000","0.71354","55.81046"
"4.31000","0.71522","55.92473"
"4.32000","0.71685","56.03659"
"4.33000","0.71842","56.14083"
"4.34000","0.71996","56.23835"
"4.35000","0.72149","56.34890"
"4.36000","0.72305","56.47631"
"4.37000","0.72469","56.59526"
"4.38000","0.72635","56.72322"
"4.39000","0.72800","56.83859"
"4.40000","0.72964","56.95361"
"4.41000","0.73130","57.08885"
"4.42000","0.73300","57.23360"
"4.43000","0.73471","57.37001"
"4.44000","0.73638","57.48626"
"4.45000","0.73799","57.59644"
"4.46000","0.73957","57.68934"
"4.47000","0.74118","57.78487"
"4.48000","0.74284","57.88008"
"4.49000","0.74456","58.00526"
"4.50000","0.74633","58.16599"
"4.51000","0.74814","58.34267"
"4.52000","0.74993","58.50665"
"4.53000","0.75165","58.65042"
"4.54000","0.75329","58.75466"
"4.55000","0.75490","58.84541"
"4.56000","0.75651","58.93611"
"4.57000","0.75813","59.03537"
"4.58000","0.75974","59.13972"
"4.59000","0.76132","59.24549"
"4.60000","0.76293","59.37430"
"4.61000","0.76461","59.51767"
"4.62000","0.76639","59.66512"
"4.63000","0.76824","59.82158"
"4.64000","0.77008","59.95026"
"4.65000","0.77188","60.07505"
"4.66000","0.77362","60.20509"
"4.67000","0.77529","60.33512"
"4.68000","0.77690","60.43493"
"4.69000","0.77849","60.51300"
"4.70000","0.78010","60.62377"
"4.71000","0.78176","60.75768"
"4.72000","0.78342","60.88278"
"4.73000","0.78508","61.00817"
"4.74000","0.78674","61.13726"
"4.75000","0.78841","61.26790"
"4.76000","0.79011","61.39355"
"4.77000","0.79179","61.53067"
"4.78000","0.79343","61.63620"
"4.79000","0.79502","61.74088"
"4.80000","0.79660","61.84603"
"4.81000","0.79820","61.96260"
"4.82000","0.79983","62.08951"
"4.83000","0.80148","62.22874"
"4.84000","0.80313","62.34964"
"4.85000","0.80480","62.44681"
"4.86000","0.80649","62.56621"
"4.87000","0.80818","62.70702"
"4.88000","0.80985","62.84823"
"4.89000","0.81151","62.99207"
"4.90000","0.81319","63.11501"
"4.91000","0.81488","63.24841"
"4.92000","0.81655","63.37124"
"4.93000","0.81820","63.48447"
"4.94000","0.81985","63.61354"
"4.95000","0.82154","63.74910"
"4.96000","0.82324","63.88346"
"4.97000","0.82491","64.02038"
"4.98000","0.82655","64.15022"
"4.99000","0.82817","64.25591"
"5.00000","0.82982","64.35505"
"5.01000","0.83150","64.48287"
"5.02000","0.83320","64.63159"
"5.03000","0.83487","64.76211"
"5.04000","0.83654","64.89992"
"5.05000","0.83822","65.02134"
"5.06000","0.83991","65.14716"
"5.07000","0.84162","65.29976"
"5.08000","0.84333","65.44843"
"5.09000","0.84505","65.58525"
"5.10000","0.84676","65.71458"
"5.11000","0.84843","65.81883"
"5.12000","0.85006","65.90963"
"5.13000","0.85168","66.01607"
"5.14000","0.85332","66.14861"
"5.15000","0.85501","66.29011"
"5.16000","0.85670","66.42616"
"5.17000","0.85837","66.53941"
"5.18000","0.85999","66.65419"
"5.19000","0.86162","66.77502"
"5.20000","0.86327","66.92210"
"5.21000","0.86493","67.05415"
"5.22000","0.86658","67.16079"
"5.23000","0.86819","67.26774"
"5.24000","0.86980","67.37043"
"5.25000","0.87143","67.48688"
"5.26000","0.87308","67.61305"
"5.27000","0.87475","67.75517"
"5.28000","0.87646","67.91010"
"5.29000","0.87821","68.07330"
"5.30000","0.87999","68.21405"
"5.31000","0.88175","68.35065"
"5.32000","0.88346","68.46008"
"5.33000","0.88514","68.56168"
"5.34000","0.88678","68.67483"
"5.35000","0.88840","68.80036"
"5.36000","0.88998","68.90633"
"5.37000","0.89152","69.00787"
"5.38000","0.89306","69.10606"
"5.39000","0.89465","69.22663"
"5.40000","0.89632","69.35958"
"5.41000","0.89803","69.48563"
"5.42000","0.89974","69.62867"
"5.43000","0.90144","69.76439"
"5.44000","0.90312","69.88577"
"5.45000","0.90479","70.01291"
"5.46000","0.90642","70.12558"
"5.47000","0.90804","70.23469"
"5.48000","0.90967","70.35873"
"5.49000","0.91133","70.48483"
"5.50000","0.91302","70.63153"
"5.51000","0.91471","70.76450"
"5.52000","0.91639","70.88766"
"5.53000","0.91810","71.01197"
"5.54000","0.91983","71.12457"
"5.55000","0.92156","71.26575"
"5.56000","0.92323","71.39251"
"5.57000","0.92485","71.49093"
"5.58000","0.92646","71.58639"
"5.59000","0.92809","71.69632"
"5.60000","0.92976","71.82924"
"5.61000","0.93142","71.95375"
"5.62000","0.93307","72.08344"
"5.63000","0.93474","72.22168"
"5.64000","0.93645","72.37081"
"5.65000","0.93820","72.49165"
"5.66000","0.93998","72.60300"
"5.67000","0.94177","72.74338"
"5.68000","0.94356","72.88682"
"5.69000","0.94528","73.02674"
"5.70000","0.94692","73.15069"
"5.71000","0.94849","73.24790"
"5.72000","0.95004","73.34708"
"5.73000","0.95165","73.43842"
"5.74000","0.95333","73.56355"
"5.75000","0.95502","73.69862"
"5.76000","0.95670","73.83908"
"5.77000","0.95837","73.97928"
"5.78000","0.96007","74.11720"
"5.79000","0.96178","74.25449"
"5.80000","0.96347","74.36081"
"5.81000","0.96511","74.47685"
"5.82000","0.96671","74.59061"
"5.83000","0.96828","74.69617"
"5.84000","0.96987","74.80557"
"5.85000","0.97148","74.91586"
"5.86000","0.97313","75.04066"
"5.87000","0.97484","75.18088"
"5.88000","0.97658","75.30058"
"5.89000","0.97832","75.42227"
"5.90000","0.98003","75.54594"
"5.91000","0.98168","75.68369"
"5.92000","0.98333","75.81491"
"5.93000","0.98498","75.95483"
"5.94000","0.98663","76.08633"
"5.95000","0.98825","76.21422"
"5.96000","0.98985","76.32206"
"5.97000","0.99146","76.42644"
"5.98000","0.99312","76.54297"
"5.99000","0.99480","76.66428"
"6.00000","0.99646","76.77995"
"6.01000","0.99810","76.89971"
"6.02000","0.99972","77.01904"
"6.03000","1.00136","77.13808"
"6.04000","1.00302","77.28568"
"6.05000","1.00471","77.43748"
"6.06000","1.00643","77.57512"
"6.07000","1.00820","77.72961"
"6.08000","1.00998","77.89841"
"6.09000","1.01175","78.05107"
"6.10000","1.01347","78.19034"
"6.11000","1.01516","78.32334"
"6.12000","1.01683","78.44769"
"6.13000","1.01849","78.56376"
"6.14000","1.02012","78.67241"
"6.15000","1.02172","78.77593"
"6.16000","1.02332","78.89369"
"6.17000","1.02499","79.03149"
"6.18000","1.02671","79.17105"
"6.19000","1.02843","79.30174"
"6.20000","1.03012","79.41660"
"6.21000","1.03175","79.52750"
"6.22000","1.03335","79.62974"
"6.23000","1.03495","79.73072"
"6.24000","1.03654","79.84053"
"6.25000","1.03814","79.96523"
"6.26000","1.03976","80.10306"
"6.27000","1.04142","80.25701"
"6.28000","1.04311","80.39973"
"6.29000","1.04480","80.53120"
"6.30000","1.04649","80.66718"
"6.31000","1.04821","80.79464"
"6.32000","1.04997","80.92709"
"6.33000","1.05174","81.08199"
"6.34000","1.05346","81.22090"
"6.35000","1.05512","81.34687"
"6.36000","1.05674","81.48346"
"6.37000","1.05836","81.60735"
"6.38000","1.05997","81.73157"
"6.39000","1.06156","81.84770"
"6.40000","1.06313","81.95330"
"6.41000","1.06469","82.06322"
"6.42000","1.06630","82.17325"
"6.43000","1.06793","82.29202"
"6.44000","1.06959","82.42474"
"6.45000","1.07129","82.56085"
"6.46000","1.07301","82.68633"
"6.47000","1.07475","82.82150"
"6.48000","1.07646","82.94948"
"6.49000","1.07812","83.07216"
"6.50000","1.07975","83.18364"
"6.51000","1.08140","83.31049"
"6.52000","1.08309","83.46901"
"6.53000","1.08481","83.64554"
"6.54000","1.08651","83.82172"
"6.55000","1.08821","84.01098"
"6.56000","1.08992","84.21871"
"6.57000","1.09163","84.43344"
"6.58000","1.09330","84.64365"
"6.59000","1.09492","84.85883"
"6.60000","1.09649","85.05687"
"6.61000","1.09805","85.25021"
"6.62000","1.09964","85.45440"
"6.63000","1.10126","85.67425"
"6.64000","1.10292","85.91348"
"6.65000","1.10465","86.18340"
"6.66000","1.10646","86.47910"
"6.67000","1.10831","86.77676"
"6.68000","1.11015","87.06546"
"6.69000","1.11195","87.34527"
"6.70000","1.11369","87.61160"
"6.71000","1.11539","87.87096"
"6.72000","1.11702","88.11427"
"6.73000","1.11857","88.32572"
"6.74000","1.12010","88.54112"
"6.75000","1.12166","88.77763"
"6.76000","1.12329","89.04314"
"6.77000","1.12498","89.32039"
"6.78000","1.12670","89.60639"
"6.79000","1.12839","89.85741"
"6.80000","1.13008","90.09656"
"6.81000","1.13175","90.33667"
"6.82000","1.13342","90.57047"
"6.83000","1.13506","90.80946"
"6.84000","1.13669","91.04371"
"6.85000","1.13832","91.27995"
"6.86000","1.13996","91.51875"
"6.87000","1.14160","91.76553"
"6.88000","1.14324","92.01978"
"6.89000","1.14490","92.29557"
"6.90000","1.14660","92.56456"
"6.91000","1.14834","92.83257"
"6.92000","1.15003","93.08036"
"6.93000","1.15166","93.31426"
"6.94000","1.15324","93.52967"
"6.95000","1.15484","93.76948"
"6.96000","1.15649","94.01182"
"6.97000","1.15817","94.26072"
"6.98000","1.15986","94.50977"
"6.99000","1.16152","94.76781"
"7.00000","1.16320","95.02039"
"7.01000","1.16487","95.26891"
"7.02000","1.16655","95.51003"
"7.03000","1.16822","95.74961"
"7.04000","1.16990","95.98058"
"7.05000","1.17159","96.22993"
"7.06000","1.17326","96.48396"
"7.07000","1.17491","96.72208"
"7.08000","1.17655","96.94872"
"7.09000","1.17822","97.20486"
"7.10000","1.17994","97.48188"
"7.11000","1.18169","97.76385"
"7.12000","1.18341","98.02312"
"7.13000","1.18508","98.25926"
"7.14000","1.18673","98.47874"
"7.15000","1.18838","98.71652"
"7.16000","1.19003","98.96048"
"7.17000","1.19168","99.19500"
"7.18000","1.19330","99.42621"
"7.19000","1.19493","99.65570"
"7.20000","1.19659","99.88486"
"7.21000","1.19826","100.12285"
"7.22000","1.19995","100.36743"
"7.23000","1.20165","100.63128"
"7.24000","1.20336","100.89250"
"7.25000","1.20507","101.13203"
"7.26000","1.20674","101.37793"
"7.27000","1.20836","101.61464"
"7.28000","1.20996","101.83379"
"7.29000","1.21157","102.05974"
"7.30000","1.21322","102.28886"
"7.31000","1.21489","102.53831"
"7.32000","1.21654","102.78585"
"7.33000","1.21820","103.02176"
"7.34000","1.21992","103.27462"
"7.35000","1.22169","103.54379"
"7.36000","1.22346","103.81192"
"7.37000","1.22518","104.05318"
"7.38000","1.22681","104.26728"
"7.39000","1.22837","104.47218"
"7.40000","1.22991","104.68404"
"7.41000","1.23144","104.90953"
"7.42000","1.23299","105.12492"
"7.43000","1.23459","105.34810"
"7.44000","1.23625","105.57706"
"7.45000","1.23795","105.81550"
"7.46000","1.23966","106.05482"
"7.47000","1.24134","106.30386"
"7.48000","1.24304","106.55796"
"7.49000","1.24474","106.84599"
"7.50000","1.24644","107.12025"
"7.51000","1.24808","107.35091"
"7.52000","1.24964","107.54240"
"7.53000","1.25118","107.72359"
"7.54000","1.25277","107.93095"
"7.55000","1.25445","108.17647"
"7.56000","1.25619","108.44329"
"7.57000","1.25796","108.70200"
"7.58000","1.25972","108.95280"
"7.59000","1.26147","109.18571"
"7.60000","1.26320","109.42328"
"7.61000","1.26488","109.65212"
"7.62000","1.26654","109.89289"
"7.63000","1.26820","110.13076"
"7.64000","1.26985","110.35193"
"7.65000","1.27149","110.56791"
"7.66000","1.27313","110.77589"
"7.67000","1.27478","111.00074"
"7.68000","1.27649","111.24510"
"7.69000","1.27828","111.50910"
"7.70000","1.28010","111.79861"
"7.71000","1.28191","112.07833"
"7.72000","1.28365","112.32034"
"7.73000","1.28534","112.53617"
"7.74000","1.28698","112.76012"
"7.75000","1.28856","112.97398"
"7.76000","1.29010","113.15751"
"7.77000","1.29163","113.33846"
"7.78000","1.29320","113.53065"
"7.79000","1.29485","113.74726"
"7.80000","1.29655","113.98244"
"7.81000","1.29828","114.24048"
"7.82000","1.30004","114.50443"
"7.83000","1.30180","114.78050"
"7.84000","1.30353","115.04734"
"7.85000","1.30520","115.29478"
"7.86000","1.30681","115.52422"
"7.87000","1.30839","115.74567"
"7.88000","1.30998","115.96389"
"7.89000","1.31160","116.17780"
"7.90000","1.31322","116.39220"
"7.91000","1.31484","116.62267"
"7.92000","1.31650","116.87048"
"7.93000","1.31821","117.13392"
"7.94000","1.31995","117.41209"
"7.95000","1.32166","117.67853"
"7.96000","1.32332","117.90815"
"7.97000","1.32494","118.12160"
"7.98000","1.32655","118.33652"
"7.99000","1.32818","118.57218"
"8.00000","1.32984","118.80922"
"8.01000","1.33151","119.05653"
"8.02000","1.33322","119.31516"
"8.03000","1.33494","119.56873"
"8.04000","1.33663","119.79778"
"8.05000","1.33828","120.01564"
"8.06000","1.33991","120.23576"
"8.07000","1.34156","120.46392"
"8.08000","1.34323","120.71391"
"8.09000","1.34489","120.95031"
"8.10000","1.34650","121.17474"
"8.11000","1.34811","121.40730"
"8.12000","1.34977","121.65693"
"8.13000","1.35149","121.93373"
"8.14000","1.35325","122.22242"
"8.15000","1.35500","122.49397"
"8.16000","1.35671","122.74659"
"8.17000","1.35839","122.99796"
"8.18000","1.36003","123.23080"
