Test : Rate 1,"10.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"8.11000","1.34822","116.11330"
"8.12000","1.34984","116.33511"
"8.13000","1.35147","116.53976"
"8.14000","1.35314","116.74507"
"8.15000","1.35489","116.97486"
"8.16000","1.35668","117.21800"
"8.17000","1.35844","117.46349"
"8.18000","1.36011","117.67641"
"8.19000","1.36171","117.88035"
"8.20000","1.36327","118.09204"
"8.21000","1.36481","118.29340"
"8.22000","1.36636","118.49610"
"8.23000","1.36795","118.71038"
"8.24000","1.36960","118.94090"
"8.25000","1.37130","119.17300"
"8.26000","1.37301","119.39146"
"8.27000","1.37472","119.58699"
"8.28000","1.37641","119.79881"
"8.29000","1.37812","120.02592"
"8.30000","1.37982","120.24892"
"8.31000","1.38146","120.47302"
"8.32000","1.38303","120.67262"
"8.33000","1.38457","120.85310"
"8.34000","1.38614","121.05476"
"8.35000","1.38780","121.28206"
"8.36000","1.38953","121.54031"
"8.37000","1.39129","121.79726"
"8.38000","1.39306","122.04846"
"8.39000","1.39481","122.27344"
"8.40000","1.39654","122.46938"
"8.41000","1.39824","122.65392"
"8.42000","1.39991","122.85361"
"8.43000","1.40157","123.06597"
"8.44000","1.40323","123.29199"
"8.45000","1.40488","123.52120"
"8.46000","1.40650","123.73620"
"8.47000","1.40812","123.94163"
"8.48000","1.40979","124.16306"
"8.49000","1.41153","124.40495"
"8.50000","1.41333","124.64271"
"8.51000","1.41513","124.88555"
"8.52000","1.41689","125.11921"
"8.53000","1.41860","125.34250"
"8.54000","1.42026","125.55489"
"8.55000","1.42187","125.75377"
"8.56000","1.42344","125.92836"
"8.57000","1.42499","126.12791"
"8.58000","1.42657","126.33814"
"8.59000","1.42820","126.55341"
"8.60000","1.42989","126.77976"
"8.61000","1.43160","126.99920"
"8.62000","1.43333","127.21575"
"8.63000","1.43508","127.42856"
"8.64000","1.43682","127.65598"
"8.65000","1.43849","127.87449"
"8.66000","1.44010","128.06963"
"8.67000","1.44168","128.26509"
"8.68000","1.44326","128.47766"
"8.69000","1.44488","128.69270"
"8.70000","1.44649","128.89937"
"8.71000","1.44811","129.10236"
"8.72000","1.44975","129.31146"
"8.73000","1.45145","129.54947"
"8.74000","1.45321","129.78281"
"8.75000","1.45495","130.01169"
"8.76000","1.45664","130.22311"
"8.77000","1.45828","130.42227"
"8.78000","1.45991","130.60959"
"8.79000","1.46155","130.79469"
"8.80000","1.46321","130.98749"
"8.81000","1.46488","131.20155"
"8.82000","1.46659","131.45088"
"8.83000","1.46832","131.67477"
"8.84000","1.47002","131.87422"
"8.85000","1.47166","132.07379"
"8.86000","1.47327","132.28160"
"8.87000","1.47488","132.47633"
"8.88000","1.47653","132.67291"
"8.89000","1.47817","132.87840"
"8.90000","1.47979","133.09668"
"8.91000","1.48139","133.30948"
"8.92000","1.48303","133.51381"
"8.93000","1.48474","133.75349"
"8.94000","1.48650","134.00148"
"8.95000","1.48827","134.23340"
"8.96000","1.49000","134.45206"
"8.97000","1.49169","134.65660"
"8.98000","1.49335","134.85277"
"8.99000","1.49498","135.03680"
"9.00000","1.49661","135.23564"
"9.01000","1.49826","135.44543"
"9.02000","1.49995","135.66075"
"9.03000","1.50167","135.88914"
"9.04000","1.50339","136.11118"
"9.05000","1.50507","136.33557"
"9.06000","1.50673","136.53477"
"9.07000","1.50840","136.73685"
"9.08000","1.51006","136.93759"
"9.09000","1.51168","137.13080"
"9.10000","1.51324","137.33229"
"9.11000","1.51479","137.52063"
"9.12000","1.51639","137.70932"
"9.13000","1.51804","137.91434"
"9.14000","1.51974","138.12137"
"9.15000","1.52146","138.33954"
"9.16000","1.52320","138.57729"
"9.17000","1.52496","138.83044"
"9.18000","1.52673","139.07678"
"9.19000","1.52849","139.29498"
"9.20000","1.53020","139.49767"
"9.21000","1.53188","139.69295"
"9.22000","1.53351","139.88858"
"9.23000","1.53510","140.07707"
"9.24000","1.53664","140.24744"
"9.25000","1.53817","140.42674"
"9.26000","1.53973","140.62383"
"9.27000","1.54135","140.80605"
"9.28000","1.54301","141.00465"
"9.29000","1.54466","141.21584"
"9.30000","1.54630","141.43010"
"9.31000","1.54796","141.66649"
"9.32000","1.54966","141.90146"
"9.33000","1.55137","142.12099"
"9.34000","1.55305","142.32558"
"9.35000","1.55466","142.50800"
"9.36000","1.55623","142.66573"
"9.37000","1.55783","142.83389"
"9.38000","1.55948","143.04352"
"9.39000","1.56120","143.26785"
"9.40000","1.56297","143.52742"
"9.41000","1.56478","143.78896"
"9.42000","1.56658","144.01836"
"9.43000","1.56831","144.23077"
"9.44000","1.56996","144.43248"
"9.45000","1.57157","144.63654"
"9.46000","1.57318","144.84062"
"9.47000","1.57480","145.03088"
"9.48000","1.57640","145.22728"
"9.49000","1.57799","145.39281"
"9.50000","1.57959","145.56755"
"9.51000","1.58127","145.75624"
"9.52000","1.58305","145.97585"
"9.53000","1.58491","146.21799"
"9.54000","1.58676","146.46465"
"9.55000","1.58858","146.70639"
"9.56000","1.59033","146.92635"
"9.57000","1.59200","147.12164"
"9.58000","1.59361","147.29288"
"9.59000","1.59519","147.46785"
"9.60000","1.59679","147.65492"
"9.61000","1.59843","147.87421"
"9.62000","1.60009","148.08786"
"9.63000","1.60174","148.28961"
"9.64000","1.60339","148.48227"
"9.65000","1.60505","148.67316"
"9.66000","1.60674","148.87227"
"9.67000","1.60843","149.08804"
"9.68000","1.61007","149.29686"
"9.69000","1.61167","149.48450"
"9.70000","1.61325","149.66232"
"9.71000","1.61487","149.83685"
"9.72000","1.61651","150.04306"
"9.73000","1.61816","150.25632"
"9.74000","1.61982","150.47391"
"9.75000","1.62149","150.69038"
"9.76000","1.62318","150.91321"
"9.77000","1.62487","151.11389"
"9.78000","1.62653","151.30240"
"9.79000","1.62819","151.48877"
"9.80000","1.62986","151.69266"
"9.81000","1.63155","151.91406"
"9.82000","1.63322","152.12459"
"9.83000","1.63488","152.32759"
"9.84000","1.63654","152.52522"
"9.85000","1.63823","152.73349"
"9.86000","1.63994","152.94353"
"9.87000","1.64162","153.13307"
"9.88000","1.64324","153.31972"
"9.89000","1.64485","153.52020"
"9.90000","1.64648","153.71658"
"9.91000","1.64815","153.91101"
"9.92000","1.64984","154.11143"
"9.93000","1.65151","154.31853"
"9.94000","1.65318","154.51070"
"9.95000","1.65485","154.72162"
"9.96000","1.65654","154.94724"
"9.97000","1.65825","155.15625"
"9.98000","1.65996","155.36247"
"9.99000","1.66169","155.57904"
"10.00000","1.66342","155.78583"
"10.01000","1.66511","155.99657"
"10.02000","1.66676","156.18710"
"10.03000","1.66838","156.36784"
"10.04000","1.67002","156.54790"
"10.05000","1.67171","156.73055"
"10.06000","1.67340","156.92188"
"10.07000","1.67505","157.11583"
"10.08000","1.67667","157.31137"
"10.09000","1.67828","157.49915"
"10.10000","1.67992","157.70076"
"10.11000","1.68158","157.90030"
"10.12000","1.68323","158.11316"
"10.13000","1.68485","158.33191"
"10.14000","1.68646","158.53398"
"10.15000","1.68809","158.73291"
"10.16000","1.68973","158.90605"
"10.17000","1.69140","159.08917"
"10.18000","1.69310","159.30110"
"10.19000","1.69486","159.50906"
"10.20000","1.69665","159.73473"
"10.21000","1.69842","159.95546"
"10.22000","1.70014","160.15948"
"10.23000","1.70182","160.36580"
"10.24000","1.70347","160.55463"
"10.25000","1.70509","160.74292"
"10.26000","1.70666","160.91716"
"10.27000","1.70820","161.07501"
"10.28000","1.70972","161.24509"
"10.29000","1.71130","161.42538"
"10.30000","1.71296","161.62085"
"10.31000","1.71467","161.82002"
"10.32000","1.71639","162.02562"
"10.33000","1.71809","162.23215"
"10.34000","1.71977","162.42632"
"10.35000","1.72144","162.62627"
"10.36000","1.72308","162.82692"
"10.37000","1.72470","163.02760"
"10.38000","1.72633","163.22189"
"10.39000","1.72800","163.41449"
"10.40000","1.72969","163.60078"
"10.41000","1.73138","163.79449"
"10.42000","1.73307","163.99019"
"10.43000","1.73477","164.20026"
"10.44000","1.73651","164.41531"
"10.45000","1.73824","164.63718"
"10.46000","1.73991","164.83696"
"10.47000","1.74153","165.02779"
"10.48000","1.74312","165.21487"
"10.49000","1.74475","165.40393"
"10.50000","1.74640","165.60178"
"10.51000","1.74807","165.79355"
"10.52000","1.74973","165.98682"
"10.53000","1.75141","166.17868"
"10.54000","1.75312","166.38376"
"10.55000","1.75488","166.59343"
"10.56000","1.75666","166.81248"
"10.57000","1.75846","167.03851"
"10.58000","1.76024","167.26811"
"10.59000","1.76197","167.48872"
"10.60000","1.76360","167.68880"
"10.61000","1.76516","167.85834"
"10.62000","1.76671","168.01361"
"10.63000","1.76830","168.18997"
"10.64000","1.76997","168.37366"
"10.65000","1.77165","168.58037"
"10.66000","1.77333","168.77789"
"10.67000","1.77501","168.96761"
"10.68000","1.77671","169.17068"
"10.69000","1.77843","169.38750"
"10.70000","1.78014","169.61040"
"10.71000","1.78180","169.80392"
"10.72000","1.78340","169.94823"
"10.73000","1.78498","170.10007"
"10.74000","1.78656","170.26866"
"10.75000","1.78816","170.45941"
"10.76000","1.78980","170.66992"
"10.77000","1.79150","170.89534"
"10.78000","1.79324","171.12418"
"10.79000","1.79499","171.34331"
"10.80000","1.79671","171.55969"
"10.81000","1.79837","171.76462"
"10.82000","1.80001","171.95425"
"10.83000","1.80166","172.14452"
"10.84000","1.80330","172.31569"
"10.85000","1.80491","172.47032"
"10.86000","1.80650","172.63966"
"10.87000","1.80812","172.83649"
"10.88000","1.80977","173.06134"
"10.89000","1.81146","173.27345"
"10.90000","1.81313","173.45657"
"10.91000","1.81477","173.63571"
"10.92000","1.81640","173.81485"
"10.93000","1.81804","173.99588"
"10.94000","1.81970","174.20569"
"10.95000","1.82138","174.40819"
"10.96000","1.82309","174.61717"
"10.97000","1.82485","174.82584"
"10.98000","1.82664","175.05830"
"10.99000","1.82842","175.28424"
"11.00000","1.83015","175.49915"
"11.01000","1.83185","175.69365"
"11.02000","1.83352","175.90385"
"11.03000","1.83519","176.11429"
"11.04000","1.83681","176.30113"
"11.05000","1.83840","176.46074"
"11.06000","1.84000","176.63632"
"11.07000","1.84165","176.82294"
"11.08000","1.84336","177.03648"
"11.09000","1.84508","177.26115"
"11.10000","1.84676","177.46713"
"11.11000","1.84839","177.66339"
"11.12000","1.84999","177.84039"
"11.13000","1.85159","178.01288"
"11.14000","1.85318","178.18155"
"11.15000","1.85478","178.36714"
"11.16000","1.85641","178.56718"
"11.17000","1.85808","178.77696"
"11.18000","1.85978","178.97913"
"11.19000","1.86148","179.15863"
"11.20000","1.86317","179.34351"
"11.21000","1.86489","179.55908"
"11.22000","1.86665","179.78304"
"11.23000","1.86841","180.01810"
"11.24000","1.87012","180.22479"
"11.25000","1.87177","180.42624"
"11.26000","1.87338","180.60318"
"11.27000","1.87500","180.77664"
"11.28000","1.87661","180.96867"
"11.29000","1.87821","181.16283"
"11.30000","1.87978","181.34578"
"11.31000","1.88135","181.51401"
"11.32000","1.88294","181.69016"
"11.33000","1.88457","181.89119"
"11.34000","1.88623","182.10974"
"11.35000","1.88793","182.32124"
"11.36000","1.88966","182.53946"
"11.37000","1.89141","182.75575"
"11.38000","1.89313","182.96817"
"11.39000","1.89480","183.17451"
"11.40000","1.89643","183.37770"
"11.41000","1.89808","183.56645"
"11.42000","1.89976","183.76074"
"11.43000","1.90146","183.95337"
"11.44000","1.90316","184.13681"
"11.45000","1.90485","184.32130"
"11.46000","1.90655","184.55075"
"11.47000","1.90826","184.77196"
"11.48000","1.90994","184.98166"
"11.49000","1.91157","185.16214"
"11.50000","1.91315","185.33369"
"11.51000","1.91471","185.52158"
"11.52000","1.91630","185.71667"
"11.53000","1.91791","185.91022"
"11.54000","1.91957","186.08170"
"11.55000","1.92130","186.28191"
"11.56000","1.92311","186.51750"
"11.57000","1.92497","186.77989"
"11.58000","1.92683","187.04759"
"11.59000","1.92864","187.28746"
"11.60000","1.93039","187.50241"
"11.61000","1.93210","187.70317"
"11.62000","1.93372","187.89685"
"11.63000","1.93528","188.06693"
"11.64000","1.93679","188.22339"
"11.65000","1.93833","188.38324"
"11.66000","1.93995","188.57913"
"11.67000","1.94165","188.79234"
"11.68000","1.94337","189.00340"
"11.69000","1.94507","189.21521"
"11.70000","1.94675","189.42107"
"11.71000","1.94843","189.61572"
"11.72000","1.95010","189.80907"
"11.73000","1.95174","189.99571"
"11.74000","1.95337","190.18054"
"11.75000","1.95499","190.37888"
"11.76000","1.95662","190.56068"
"11.77000","1.95825","190.74898"
"11.78000","1.95988","190.95959"
"11.79000","1.96154","191.16866"
"11.80000","1.96324","191.38246"
"11.81000","1.96498","191.59399"
"11.82000","1.96669","191.79886"
"11.83000","1.96833","191.98859"
"11.84000","1.96993","192.14534"
"11.85000","1.97154","192.31590"
"11.86000","1.97320","192.51663"
"11.87000","1.97489","192.75566"
"11.88000","1.97657","192.98920"
"11.89000","1.97824","193.20291"
"11.90000","1.97991","193.41467"
"11.91000","1.98158","193.61353"
"11.92000","1.98325","193.81581"
"11.93000","1.98492","194.01170"
"11.94000","1.98659","194.21361"
"11.95000","1.98828","194.40787"
"11.96000","1.98995","194.60680"
"11.97000","1.99160","194.82246"
"11.98000","1.99324","195.03111"
"11.99000","1.99490","195.22035"
"12.00000","1.99662","195.41925"
"12.01000","1.99836","195.64131"
"12.02000","2.00007","195.85490"
"12.03000","2.00173","196.05255"
"12.04000","2.00336","196.25797"
"12.05000","2.00500","196.46935"
"12.06000","2.00666","196.67569"
"12.07000","2.00831","196.87331"
"12.08000","2.00995","197.05478"
"12.09000","2.01159","197.23842"
"12.10000","2.01326","197.41486"
"12.11000","2.01496","197.61551"
"12.12000","2.01666","197.82979"
"12.13000","2.01835","198.04382"
"12.14000","2.02006","198.25871"
"12.15000","2.02176","198.46439"
"12.16000","2.02342","198.66606"
"12.17000","2.02503","198.84473"
"12.18000","2.02661","199.02794"
"12.19000","2.02822","199.21587"
"12.20000","2.02986","199.40443"
"12.21000","2.03152","199.59685"
"12.22000","2.03318","199.79579"
"12.23000","2.03484","199.99876"
"12.24000","2.03655","200.21892"
"12.25000","2.03831","200.47118"
"12.26000","2.04010","200.71664"
"12.27000","2.04183","200.94208"
"12.28000","2.04347","201.14832"
"12.29000","2.04505","201.31569"
"12.30000","2.04659","201.46680"
"12.31000","2.04813","201.62523"
"12.32000","2.04968","201.79353"
"12.33000","2.05129","201.99815"
"12.34000","2.05295","202.21526"
"12.35000","2.05466","202.42717"
"12.36000","2.05636","202.63513"
"12.37000","2.05805","202.85962"
"12.38000","2.05974","203.07860"
"12.39000","2.06145","203.29146"
"12.40000","2.06315","203.51086"
"12.41000","2.06479","203.68704"
"12.42000","2.06635","203.85268"
"12.43000","2.06789","204.02199"
"12.44000","2.06948","204.21838"
"12.45000","2.07115","204.44408"
"12.46000","2.07289","204.67601"
"12.47000","2.07465","204.90732"
"12.48000","2.07641","205.12791"
"12.49000","2.07815","205.34662"
"12.50000","2.07987","205.56339"
"12.51000","2.08154","205.75793"
"12.52000","2.08319","205.95186"
"12.53000","2.08483","206.13731"
"12.54000","2.08648","206.32645"
"12.55000","2.08812","206.51881"
"12.56000","2.08976","206.71396"
"12.57000","2.09140","206.91507"
"12.58000","2.09311","207.11342"
"12.59000","2.09490","207.33569"
"12.60000","2.09674","207.58138"
"12.61000","2.09856","207.83127"
"12.62000","2.10033","208.06293"
"12.63000","2.10204","208.29108"
"12.64000","2.10369","208.48770"
"12.65000","2.10527","208.66478"
"12.66000","2.10681","208.82117"
"12.67000","2.10834","208.98769"
"12.68000","2.10990","209.17216"
"12.69000","2.11154","209.37567"
"12.70000","2.11323","209.56941"
"12.71000","2.11494","209.78114"
"12.72000","2.11669","210.01082"
"12.73000","2.11844","210.24777"
"12.74000","2.12018","210.46140"
"12.75000","2.12185","210.65950"
"12.76000","2.12346","210.85214"
"12.77000","2.12504","211.03313"
"12.78000","2.12665","211.21556"
"12.79000","2.12827","211.41046"
"12.80000","2.12989","211.61554"
"12.81000","2.13151","211.80710"
"12.82000","2.13316","212.00780"
"12.83000","2.13487","212.23193"
"12.84000","2.13661","212.44861"
"12.85000","2.13833","212.66315"
"12.86000","2.13999","212.86237"
"12.87000","2.14160","213.04758"
"12.88000","2.14321","213.23640"
"12.89000","2.14485","213.43942"
"12.90000","2.14650","213.63940"
"12.91000","2.14818","213.84621"
"12.92000","2.14990","214.05685"
"12.93000","2.15163","214.27304"
"12.94000","2.15333","214.48050"
"12.95000","2.15498","214.67883"
"12.96000","2.15660","214.87901"
"12.97000","2.15824","215.06557"
"12.98000","2.15991","215.23799"
"12.99000","2.16156","215.42516"
"13.00000","2.16318","215.62001"
"13.01000","2.16478","215.83102"
"13.02000","2.16643","216.03879"
"13.03000","2.16815","216.24297"
"13.04000","2.16991","216.45604"
"13.05000","2.17166","216.67464"
"13.06000","2.17337","216.86507"
"13.07000","2.17504","217.05397"
"13.08000","2.17670","217.26936"
"13.09000","2.17833","217.48515"
"13.10000","2.17996","217.69043"
"13.11000","2.18163","217.89577"
"13.12000","2.18333","218.09163"
"13.13000","2.18506","218.29765"
"13.14000","2.18677","218.51556"
"13.15000","2.18844","218.71742"
"13.16000","2.19009","218.92300"
"13.17000","2.19175","219.11501"
"13.18000","2.19340","219.30734"
"13.19000","2.19500","219.49913"
"13.20000","2.19656","219.67694"
"13.21000","2.19812","219.86234"
"13.22000","2.19972","220.05338"
"13.23000","2.20138","220.27507"
"13.24000","2.20307","220.47787"
"13.25000","2.20478","220.66945"
"13.26000","2.20650","220.86931"
"13.27000","2.20825","221.09506"
"13.28000","2.21000","221.31943"
"13.29000","2.21175","221.54185"
"13.30000","2.21346","221.77054"
"13.31000","2.21514","221.99954"
"13.32000","2.21679","222.20770"
"13.33000","2.21840","222.39954"
"13.34000","2.21996","222.56921"
"13.35000","2.22152","222.74187"
"13.36000","2.22312","222.93974"
"13.37000","2.22477","223.14365"
"13.38000","2.22643","223.35220"
"13.39000","2.22806","223.54868"
"13.40000","2.22968","223.74350"
"13.41000","2.23134","223.94174"
"13.42000","2.23303","224.15289"
"13.43000","2.23474","224.38533"
"13.44000","2.23639","224.58611"
"13.45000","2.23799","224.77338"
"13.46000","2.23957","224.95844"
"13.47000","2.24118","225.14407"
"13.48000","2.24285","225.34395"
"13.49000","2.24457","225.57224"
"13.50000","2.24635","225.79596"
"13.51000","2.24816","226.01180"
"13.52000","2.24994","226.24002"
"13.53000","2.25165","226.46043"
"13.54000","2.25328","226.66528"
"13.55000","2.25487","226.86290"
"13.56000","2.25648","227.05199"
"13.57000","2.25810","227.23543"
"13.58000","2.25970","227.41522"
"13.59000","2.26129","227.58829"
"13.60000","2.26290","227.76053"
"13.61000","2.26460","227.96133"
"13.62000","2.26639","228.20129"
"13.63000","2.26824","228.46214"
"13.64000","2.27008","228.72655"
"13.65000","2.27187","228.97299"
"13.66000","2.27360","229.20842"
"13.67000","2.27526","229.39929"
"13.68000","2.27686","229.57533"
"13.69000","2.27846","229.75195"
"13.70000","2.28009","229.94098"
"13.71000","2.28176","230.14244"
"13.72000","2.28345","230.34642"
"13.73000","2.28514","230.53259"
"13.74000","2.28681","230.73247"
"13.75000","2.28849","230.93587"
"13.76000","2.29019","231.14569"
"13.77000","2.29185","231.35944"
"13.78000","2.29346","231.55920"
"13.79000","2.29502","231.75342"
"13.80000","2.29659","231.93709"
"13.81000","2.29819","232.12338"
"13.82000","2.29984","232.31665"
"13.83000","2.30149","232.50531"
"13.84000","2.30315","232.71634"
"13.85000","2.30483","232.94313"
"13.86000","2.30652","233.16576"
"13.87000","2.30820","233.36293"
"13.88000","2.30985","233.56128"
"13.89000","2.31151","233.76117"
"13.90000","2.31318","233.96678"
"13.91000","2.31487","234.16632"
"13.92000","2.31654","234.36977"
"13.93000","2.31820","234.58000"
"13.94000","2.31986","234.79962"
"13.95000","2.32155","235.02791"
"13.96000","2.32325","235.24706"
"13.97000","2.32492","235.45555"
"13.98000","2.32654","235.62685"
"13.99000","2.32814","235.78761"
"14.00000","2.32979","235.97681"
"14.01000","2.33147","236.19611"
"14.02000","2.33316","236.42284"
"14.03000","2.33483","236.64178"
"14.04000","2.33649","236.85188"
"14.05000","2.33817","237.06813"
"14.06000","2.33986","237.28186"
"14.07000","2.34158","237.50072"
"14.08000","2.34330","237.71313"
"14.09000","2.34505","237.94078"
"14.10000","2.34679","238.17107"
"14.11000","2.34849","238.38710"
"14.12000","2.35014","238.56798"
"14.13000","2.35176","238.75092"
"14.14000","2.35341","238.95337"
"14.15000","2.35509","239.16563"
"14.16000","2.35676","239.39166"
"14.17000","2.35839","239.59776"
"14.18000","2.35999","239.78572"
"14.19000","2.36161","239.98724"
"14.20000","2.36325","240.17429"
"14.21000","2.36492","240.36618"
"14.22000","2.36656","240.55791"
"14.23000","2.36819","240.76012"
"14.24000","2.36980","240.97031"
"14.25000","2.37143","241.17070"
"14.26000","2.37307","241.37268"
"14.27000","2.37474","241.57513"
"14.28000","2.37645","241.79192"
"14.29000","2.37821","242.01172"
"14.30000","2.37999","242.24443"
"14.31000","2.38176","242.47302"
"14.32000","2.38347","242.68799"
"14.33000","2.38514","242.91258"
"14.34000","2.38678","243.11150"
"14.35000","2.38840","243.29819"
"14.36000","2.38996","243.45662"
"14.37000","2.39148","243.60106"
"14.38000","2.39301","243.78091"
"14.39000","2.39461","243.98346"
"14.40000","2.39629","244.20485"
"14.41000","2.39800","244.42641"
"14.42000","2.39972","244.64824"
"14.43000","2.40142","244.85475"
"14.44000","2.40311","245.05655"
"14.45000","2.40478","245.25078"
"14.46000","2.40643","245.44972"
"14.47000","2.40805","245.64107"
"14.48000","2.40969","245.84102"
"14.49000","2.41136","246.05919"
"14.50000","2.41305","246.28719"
"14.51000","2.41474","246.49390"
"14.52000","2.41643","246.69308"
"14.53000","2.41813","246.91100"
"14.54000","2.41986","247.14645"
"14.55000","2.42157","247.36284"
"14.56000","2.42323","247.55394"
"14.57000","2.42484","247.73773"
"14.58000","2.42645","247.92297"
"14.59000","2.42809","248.11325"
"14.60000","2.42976","248.31790"
"14.61000","2.43144","248.50514"
"14.62000","2.43310","248.69437"
"14.63000","2.43477","248.90747"
"14.64000","2.43648","249.12370"
"14.65000","2.43822","249.35048"
"14.66000","2.44000","249.58069"
"14.67000","2.44178","249.82162"
"14.68000","2.44356","250.06242"
"14.69000","2.44527","250.28340"
"14.70000","2.44690","250.47546"
"14.71000","2.44846","250.65068"
"14.72000","2.45002","250.81018"
"14.73000","2.45163","250.99397"
"14.74000","2.45330","251.19606"
"14.75000","2.45498","251.41031"
"14.76000","2.45665","251.64130"
"14.77000","2.45832","251.88739"
"14.78000","2.46003","252.11716"
"14.79000","2.46175","252.33688"
"14.80000","2.46345","252.53416"
"14.81000","2.46510","252.72029"
"14.82000","2.46670","252.90279"
"14.83000","2.46829","253.07639"
"14.84000","2.46989","253.26349"
"14.85000","2.47151","253.45518"
"14.86000","2.47317","253.65756"
"14.87000","2.47488","253.87271"
"14.88000","2.47663","254.09013"
"14.89000","2.47837","254.30402"
"14.90000","2.48006","254.51408"
"14.91000","2.48170","254.70538"
"14.92000","2.48334","254.89478"
"14.93000","2.48499","255.08949"
"14.94000","2.48663","255.30374"
"14.95000","2.48824","255.49818"
"14.96000","2.48985","255.68484"
"14.97000","2.49147","255.87146"
"14.98000","2.49315","256.06268"
"14.99000","2.49484","256.26562"
"15.00000","2.49650","256.45657"
"15.01000","2.49813","256.64050"
"15.02000","2.49975","256.82486"
"15.03000","2.50138","257.02448"
"15.04000","2.50304","257.24561"
"15.05000","2.50471","257.46661"
"15.06000","2.50643","257.68686"
"15.07000","2.50820","257.90985"
"15.08000","2.50999","258.15317"
"15.09000","2.51176","258.38449"
"15.10000","2.51348","258.60944"
"15.11000","2.51516","258.81104"
"15.12000","2.51682","259.01181"
"15.13000","2.51847","259.22574"
"15.14000","2.52009","259.41693"
"15.15000","2.52167","259.58582"
"15.16000","2.52328","259.77185"
"15.17000","2.52495","259.98013"
"15.18000","2.52667","260.19287"
"15.19000","2.52840","260.39380"
"15.20000","2.53009","260.58203"
"15.21000","2.53173","260.75812"
"15.22000","2.53335","260.95096"
"15.23000","2.53496","261.13834"
"15.24000","2.53656","261.33133"
"15.25000","2.53816","261.51608"
"15.26000","2.53980","261.69821"
"15.27000","2.54147","261.90250"
"15.28000","2.54316","262.12009"
"15.29000","2.54484","262.33600"
"15.30000","2.54653","262.55298"
"15.31000","2.54824","262.76172"
"15.32000","2.55000","262.97867"
"15.33000","2.55175","263.20941"
"15.34000","2.55346","263.43362"
"15.35000","2.55512","263.63791"
"15.36000","2.55675","263.82626"
"15.37000","2.55837","264.01245"
"15.38000","2.55998","264.18491"
"15.39000","2.56157","264.35831"
"15.40000","2.56313","264.53656"
"15.41000","2.56469","264.71152"
"15.42000","2.56629","264.90030"
"15.43000","2.56793","265.10074"
"15.44000","2.56959","265.30692"
"15.45000","2.57129","265.50262"
"15.46000","2.57302","265.70200"
"15.47000","2.57475","265.90451"
"15.48000","2.57645","266.10538"
"15.49000","2.57808","266.30627"
"15.50000","2.57969","266.51212"
"15.51000","2.58133","266.72604"
"15.52000","2.58301","266.96448"
"15.53000","2.58472","267.19333"
"15.54000","2.58643","267.41385"
"15.55000","2.58813","267.61627"
"15.56000","2.58986","267.83389"
"15.57000","2.59159","268.04550"
"15.58000","2.59329","268.24869"
"15.59000","2.59492","268.45212"
"15.60000","2.59651","268.62408"
"15.61000","2.59808","268.77914"
"15.62000","2.59967","268.96213"
"15.63000","2.60128","269.17056"
"15.64000","2.60294","269.37698"
"15.65000","2.60467","269.58438"
"15.66000","2.60647","269.80432"
"15.67000","2.60832","270.05960"
"15.68000","2.61016","270.32037"
"15.69000","2.61195","270.56656"
"15.70000","2.61370","270.79309"
"15.71000","2.61538","271.01004"
"15.72000","2.61700","271.20081"
"15.73000","2.61855","271.36234"
"15.74000","2.62006","271.51474"
"15.75000","2.62161","271.68475"
"15.76000","2.62324","271.88257"
"15.77000","2.62494","272.08698"
"15.78000","2.62666","272.31403"
"15.79000","2.62836","272.53122"
"15.80000","2.63004","272.75418"
"15.81000","2.63172","272.97092"
"15.82000","2.63340","273.17264"
"15.83000","2.63504","273.35388"
"15.84000","2.63667","273.53143"
"15.85000","2.63830","273.70923"
"15.86000","2.63994","273.90268"
"15.87000","2.64157","274.11533"
"15.88000","2.64320","274.32712"
"15.89000","2.64485","274.54028"
"15.90000","2.64656","274.74524"
"15.91000","2.64828","274.96408"
"15.92000","2.64997","275.18179"
"15.93000","2.65160","275.38406"
"15.94000","2.65319","275.57379"
"15.95000","2.65481","275.76401"
"15.96000","2.65649","275.97382"
"15.97000","2.65820","276.18893"
"15.98000","2.65991","276.40674"
"15.99000","2.66160","276.61026"
"16.00000","2.66328","276.79684"
"16.01000","2.66496","276.98508"
"16.02000","2.66662","277.19360"
"16.03000","2.66828","277.39978"
"16.04000","2.66995","277.60782"
"16.05000","2.67163","277.82520"
"16.06000","2.67329","278.05139"
"16.07000","2.67494","278.24796"
"16.08000","2.67658","278.44092"
"16.09000","2.67825","278.65402"
"16.10000","2.67998","278.88211"
"16.11000","2.68172","279.11206"
"16.12000","2.68343","279.31714"
"16.13000","2.68509","279.49664"
"16.14000","2.68673","279.68439"
"16.15000","2.68838","279.89069"
"16.16000","2.69004","280.09860"
"16.17000","2.69168","280.29181"
"16.18000","2.69331","280.48068"
"16.19000","2.69495","280.68726"
"16.20000","2.69662","280.90466"
"16.21000","2.69830","281.12738"
"16.22000","2.70000","281.34500"
"16.23000","2.70170","281.56546"
"16.24000","2.70340","281.76901"
"16.25000","2.70509","281.95557"
"16.26000","2.70674","282.13239"
"16.27000","2.70834","282.33221"
"16.28000","2.70992","282.52310"
"16.29000","2.71153","282.71689"
"16.30000","2.71318","282.92542"
"16.31000","2.71483","283.12402"
