Time,Extension,Load
(s),(mm),(N)
"0.00000","1.57706","5.18459"
"0.10000","2.07752","6.40728"
"0.20000","2.57494","7.52111"
"0.30000","3.07491","8.52891"
"0.40000","3.57454","9.61110"
"0.50000","4.07479","10.58897"
"0.60000","4.57498","11.54266"
"0.70000","5.07456","12.50653"
"0.80000","5.57460","13.38029"
"0.90000","6.07486","14.22946"
"1.00000","6.57485","15.03839"
"1.10000","7.07467","15.83337"
"1.20000","7.57458","16.70432"
"1.30000","8.07490","17.85685"
"1.40000","8.57483","19.12411"
"1.50000","9.07457","20.30925"
"1.60000","9.57469","21.43277"
"1.70000","10.07492","22.31262"
"1.80000","10.57472","23.20569"
"1.90000","11.07459","23.98416"
"2.00000","11.57474","24.76211"
"2.10000","12.07499","25.54456"
"2.20000","12.57460","26.25300"
"2.30000","13.07465","26.93852"
"2.40000","13.57486","27.64401"
"2.50000","14.07487","28.30586"
"2.60000","14.57461","28.99699"
"2.70000","15.07472","29.65253"
"2.80000","15.57467","30.32246"
"2.90000","16.07487","30.96149"
"3.00000","16.57457","31.54871"
"3.10000","17.07476","32.18926"
"3.20000","17.57490","32.74860"
"3.30000","18.07477","33.30770"
"3.40000","18.57454","33.88715"
"3.50000","19.07486","34.44514"
"3.60000","19.57498","35.06562"
"3.70000","20.07458","35.57894"
"3.80000","20.57454","36.18615"
"3.90000","21.07490","36.73885"
"4.00000","21.57483","37.24726"
"4.10000","22.07457","37.74875"
"4.20000","22.57471","38.24527"
"4.30000","23.07488","38.70072"
"4.40000","23.57484","39.24817"
"4.50000","24.07458","39.76027"
"4.60000","24.57481","40.28211"
"4.70000","25.07492","40.76662"
"4.80000","25.57473","41.27449"
"4.90000","26.07447","41.76463"
"5.00000","26.57485","42.25114"
"5.10000","27.07491","42.68530"
"5.20000","27.57457","43.16648"
"5.30000","28.07459","43.55729"
"5.40000","28.57497","44.05751"
"5.50000","29.07481","44.54235"
"5.60000","29.57457","45.02087"
"5.70000","30.07467","45.47506"
"5.80000","30.57485","45.94702"
"5.90000","31.07482","46.35212"
"6.00000","31.57459","46.83371"
"6.10000","32.07482","47.28626"
"6.20000","32.57487","47.70885"
"6.30000","33.07475","48.17299"
"6.40000","33.57452","48.85782"
"6.50000","34.07494","49.50991"
"6.60000","34.57491","50.12539"
"6.70000","35.07453","50.74008"
"6.80000","35.57456","51.27961"
"6.90000","36.07500","51.77655"
"7.00000","36.57479","52.32642"
"7.10000","37.07452","52.87069"
"7.20000","37.57473","53.41808"
"7.30000","38.07499","53.97605"
"7.40000","38.57476","54.52067"
"7.50000","39.07460","55.08399"
"7.60000","39.57480","55.60774"
"7.70000","40.07490","56.11594"
"7.80000","40.57461","56.62614"
"7.90000","41.07469","57.11526"
"8.00000","41.57487","57.59254"
"8.10000","42.07488","58.11296"
"8.20000","42.57448","58.60615"
"8.30000","43.07468","59.15003"
"8.40000","43.57502","59.65878"
"8.50000","44.07479","60.20184"
"8.60000","44.57455","60.77993"
"8.70000","45.07473","61.36065"
"8.80000","45.57495","61.90211"
"8.90000","46.07471","62.44930"
"9.00000","46.57457","62.95154"
"9.10000","47.07494","63.45204"
"9.20000","47.57474","63.96926"
"9.30000","48.07467","64.50188"
"9.40000","48.57460","65.20605"
"9.50000","49.07489","65.95011"
"9.60000","49.57484","66.65602"
"9.70000","50.07454","67.36125"
"9.80000","50.57467","68.03568"
"9.90000","51.07502","68.65189"
"10.00000","51.57480","69.35060"
"10.10000","52.07459","70.13525"
"10.20000","52.57474","70.90012"
"10.30000","53.07500","71.68794"
"10.40000","53.57469","72.46751"
"10.50000","54.07454","73.26496"
"10.60000","54.57485","74.01497"
"10.70000","55.07481","74.81031"
"10.80000","55.57459","75.57729"
"10.90000","56.07468","76.27653"
"11.00000","56.57488","77.01845"
"11.10000","57.07487","77.71677"
"11.20000","57.57466","78.37577"
"11.30000","58.07458","79.06557"
"11.40000","58.57502","79.69632"
"11.50000","59.07478","80.37077"
"11.60000","59.57457","80.99481"
"11.70000","60.07475","81.61096"
"11.80000","60.57495","88.02073"
"11.86500","60.89952","100.13913"
"11.86600","60.90452","100.30062"
"11.96600","60.74849","82.60730"
"12.06600","60.12977","79.77101"
"12.16600","59.62498","78.17653"
"12.26600","59.12449","76.77834"
"12.36600","58.62444","75.44859"
"12.46600","58.12454","74.04193"
"12.56600","57.62492","72.77725"
"12.66600","57.12442","71.61439"
"12.76600","56.62440","70.43675"
"12.86600","56.12476","69.36407"
"12.96600","55.62466","68.28275"
"13.06600","55.12443","67.25829"
"13.16600","54.62444","66.23618"
"13.26600","54.12470","65.31777"
"13.36600","53.62456","64.40185"
"13.46600","53.12439","63.56337"
"13.56600","52.62460","62.77941"
"13.66600","52.12474","61.94802"
"13.76600","51.62452","61.14384"
"13.86600","51.12444","60.46137"
"13.96600","50.62469","59.70196"
"14.06600","50.12473","59.04455"
"14.16600","49.62443","58.31907"
"14.26600","49.12435","57.59649"
"14.36600","48.62477","56.93447"
