Time,Extension,Load
(s),(mm),(N)
"0.00000","1.57890","5.15532"
"0.10000","1.99021","6.30150"
"0.20000","2.50092","7.41735"
"0.30000","3.00131","8.44584"
"0.40000","3.50152","9.42747"
"0.50000","4.00152","10.42667"
"0.60000","4.50146","11.34996"
"0.70000","5.00121","12.29279"
"0.80000","5.50152","13.20062"
"0.90000","6.00160","14.09170"
"1.00000","6.50136","14.94011"
"1.10000","7.00128","16.08137"
"1.20000","7.50152","17.42624"
"1.30000","8.00149","18.75080"
"1.40000","8.50131","19.90774"
"1.50000","9.00137","20.92530"
"1.60000","9.50159","21.87180"
"1.70000","10.00142","22.77625"
"1.80000","10.50132","23.73234"
"1.90000","11.00144","24.57925"
"2.00000","11.50164","25.46054"
"2.10000","12.00139","26.21474"
"2.20000","12.50135","27.03049"
"2.30000","13.00132","27.78911"
"2.40000","13.50163","28.56553"
"2.50000","14.00131","29.32609"
"2.60000","14.50134","30.07377"
"2.70000","15.00150","30.81328"
"2.80000","15.50151","31.55530"
"2.90000","16.00125","32.22572"
"3.00000","16.50143","32.97924"
"3.10000","17.00167","33.71089"
"3.20000","17.50139","34.32512"
"3.30000","18.00122","35.03200"
"3.40000","18.50149","35.68556"
"3.50000","19.00158","36.30469"
"3.60000","19.50137","36.99604"
"3.70000","20.00128","37.61898"
"3.80000","20.50150","38.24845"
"3.90000","21.00154","38.88232"
"4.00000","21.50128","39.50090"
"4.10000","22.00141","40.11254"
"4.20000","22.50158","40.73526"
"4.30000","23.00153","41.43504"
"4.40000","23.50115","41.94926"
"4.50000","24.00146","42.56184"
"4.60000","24.50168","43.21960"
"4.70000","25.00137","43.76348"
"4.80000","25.50122","44.34717"
"4.90000","26.00156","44.93493"
"5.00000","26.50152","45.55376"
"5.10000","27.00135","46.12157"
"5.20000","27.50127","46.75222"
"5.30000","28.00147","47.30078"
"5.40000","28.50156","47.85590"
"5.50000","29.00130","48.65371"
"5.60000","29.50146","49.46457"
"5.70000","30.00154","50.27491"
"5.80000","30.50151","51.05955"
"5.90000","31.00122","51.76253"
"6.00000","31.50151","52.46992"
"6.10000","32.00161","53.19289"
"6.20000","32.50130","53.83438"
"6.30000","33.00122","54.44728"
"6.40000","33.50161","55.10071"
"6.50000","34.00141","55.67020"
"6.60000","34.50132","56.24061"
"6.70000","35.00130","56.89247"
"6.80000","35.50161","57.51004"
"6.90000","36.00151","58.18839"
"7.00000","36.50132","58.71093"
"7.10000","37.00136","59.34373"
"7.20000","37.50159","59.89777"
"7.30000","38.00138","60.51453"
"7.40000","38.50134","61.08307"
"7.50000","39.00149","61.71220"
"7.60000","39.50159","62.27835"
"7.70000","40.00127","62.93394"
"7.80000","40.50128","63.60819"
"7.90000","41.00162","64.20273"
"8.00000","41.50153","64.91100"
"8.10000","42.00130","65.61919"
"8.20000","42.50134","66.27580"
"8.30000","43.00158","66.96361"
"8.40000","43.50157","67.66180"
"8.50000","44.00128","68.31956"
"8.60000","44.50148","68.98077"
"8.70000","45.00145","69.62321"
"8.80000","45.50144","70.20582"
"8.90000","46.00128","70.84908"
"9.00000","46.50148","71.53569"
"9.10000","47.00157","72.16437"
"9.20000","47.50127","72.87019"
"9.30000","48.00130","73.59508"
"9.40000","48.50164","74.36968"
"9.50000","49.00159","75.09045"
"9.60000","49.50127","75.86462"
"9.70000","50.00134","76.63977"
"9.80000","50.50161","77.38533"
"9.90000","51.00148","78.08049"
"10.00000","51.50126","78.77747"
"10.10000","52.00138","79.48724"
"10.20000","52.50154","80.21381"
"10.30000","53.00135","80.82163"
"10.40000","53.50132","81.46070"
"10.50000","54.00153","82.12063"
"10.60000","54.50159","82.78239"
"10.70000","55.00137","83.43106"
"10.80000","55.50117","84.05640"
"10.90000","56.00165","84.64220"
"11.00000","56.50153","85.20080"
"11.10000","57.00124","85.76852"
"11.19100","57.45640","100.14339"
"11.19200","57.46139","100.35342"
"11.29200","57.30521","85.70782"
"11.39200","56.68624","83.34309"
"11.49200","56.18151","81.74957"
"11.59200","55.68133","80.20026"
"11.69200","55.18108","78.81100"
